UQNO,Geo_Type_Code,Province,Stratum,Metro_code
799141260000005501,Urban,Gauteng,78105,GP - City of Tshwane
524101300000002201,Urban,KwaZulu-Natal,50109,KZN - Non-metro
871103020000004501,Urban,Mpumalanga,80108,MP - Non-metro
961103610000005701,Traditional,Limpopo,90204,LP - Non-metro
969102170000004401,Traditional,Limpopo,90212,LP - Non-metro
599138240000015101,Urban,KwaZulu-Natal,55108,KZN - eThekwini
294108670000005701,Urban,Eastern Cape,20208,EC - Non-metro
575101360000014601,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
365100590000008201,Urban,Northern Cape,30101,NC - Non-metro
667102640000022201,Traditional,North West,60205,NW - Non-metro
472100820000015901,Traditional,Free State,40201,FS - Non-metro
969103300000022601,Traditional,Limpopo,90214,LP - Non-metro
292101860000007601,Traditional,Eastern Cape,20217,EC - Non-metro
286104780000014901,Traditional,Eastern Cape,20203,EC - Non-metro
797134640080001101,Urban,Gauteng,76113,GP - Ekurhuleni
299117520000007001,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
798126370000005601,Urban,Gauteng,77116,GP - City of Johannesburg
676101780000014501,Urban,North West,60105,NW - Non-metro
862100050000010701,Farms,Mpumalanga,80301,MP - Non-metro
665100900000018901,Traditional,North West,60202,NW - Non-metro
503100270000013801,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
597101530000021101,Urban,KwaZulu-Natal,50106,KZN - Non-metro
973100710000003801,Traditional,Limpopo,90204,LP - Non-metro
166102760000013801,Urban,Western Cape,10111,WC - Non-metro
273103450000009801,Urban,Eastern Cape,20102,EC - Non-metro
799104110140000201,Urban,Gauteng,78101,GP - City of Tshwane
797152400000014601,Urban,Gauteng,76111,GP - Ekurhuleni
167101940000006301,Urban,Western Cape,10108,WC - Non-metro
199148050000017901,Urban,Western Cape,11113,WC - City of Cape Town
594101320000014401,Traditional,KwaZulu-Natal,50217,KZN - Non-metro
969102170000000401,Traditional,Limpopo,90212,LP - Non-metro
273100210000003701,Traditional,Eastern Cape,20213,EC - Non-metro
974100520000003301,Traditional,Limpopo,90213,LP - Non-metro
282106700000014301,Traditional,Eastern Cape,20202,EC - Non-metro
504100420000003001,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
799120160000007501,Urban,Gauteng,78107,GP - City of Tshwane
295102730000007001,Traditional,Eastern Cape,20206,EC - Non-metro
199143730040001201,Urban,Western Cape,11109,WC - City of Cape Town
592100840000005701,Urban,KwaZulu-Natal,50106,KZN - Non-metro
199121400010000601,Urban,Western Cape,11109,WC - City of Cape Town
798139890000070701,Urban,Gauteng,77103,GP - City of Johannesburg
599138600000009601,Urban,KwaZulu-Natal,55106,KZN - eThekwini
524105720000023901,Farms,KwaZulu-Natal,50301,KZN - Non-metro
499100270000002601,Urban,Free State,44101,FS - Mangaung
464100400000010101,Urban,Free State,40106,FS - Non-metro
599154230000009601,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
863101150000013601,Traditional,Mpumalanga,80108,MP - Non-metro
664101790000011501,Traditional,North West,60202,NW - Non-metro
760113060000013301,Urban,Gauteng,70102,GP - Non-metro
199117280000017901,Urban,Western Cape,11109,WC - City of Cape Town
299109350000007901,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
571100540000027501,Farms,KwaZulu-Natal,50301,KZN - Non-metro
798134450000001801,Urban,Gauteng,77107,GP - City of Johannesburg
286102120000001301,Farms,Eastern Cape,20301,EC - Non-metro
860100670000007801,Traditional,Mpumalanga,80202,MP - Non-metro
538101470000009901,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
467108560000021601,Urban,Free State,40102,FS - Non-metro
468100350000022501,Urban,Free State,40104,FS - Non-metro
467102630000007001,Urban,Free State,40108,FS - Non-metro
299111340000021601,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
798154310000015901,Urban,Gauteng,77103,GP - City of Johannesburg
199108890000003401,Urban,Western Cape,11102,WC - City of Cape Town
598104460000010201,Traditional,KwaZulu-Natal,50202,KZN - Non-metro
797102840000016101,Urban,Gauteng,76102,GP - Ekurhuleni
982104000000001201,Traditional,Limpopo,90214,LP - Non-metro
566101990000002801,Urban,KwaZulu-Natal,50107,KZN - Non-metro
799100980000004901,Urban,Gauteng,78102,GP - City of Tshwane
860102660000014301,Urban,Mpumalanga,80104,MP - Non-metro
979100540000010501,Urban,Limpopo,90105,LP - Non-metro
260101630100002301,Urban,Eastern Cape,22104,EC - Buffalo City
797120180000015801,Urban,Gauteng,76112,GP - Ekurhuleni
674100480000003801,Traditional,North West,60207,NW - Non-metro
380100540000009401,Urban,Northern Cape,30102,NC - Non-metro
364100470000016601,Urban,Northern Cape,30101,NC - Non-metro
563100940000005301,Urban,KwaZulu-Natal,50103,KZN - Non-metro
538104350000002701,Urban,KwaZulu-Natal,50110,KZN - Non-metro
294104830000005801,Traditional,Eastern Cape,20214,EC - Non-metro
982105430000001601,Traditional,Limpopo,90215,LP - Non-metro
273100180000014901,Traditional,Eastern Cape,20213,EC - Non-metro
982103160000005001,Traditional,Limpopo,90204,LP - Non-metro
293105820000001801,Traditional,Eastern Cape,20204,EC - Non-metro
271100860000019401,Traditional,Eastern Cape,20201,EC - Non-metro
361101430000001101,Traditional,Northern Cape,30201,NC - Non-metro
592102070000019401,Urban,KwaZulu-Natal,50106,KZN - Non-metro
271108510000003501,Traditional,Eastern Cape,20204,EC - Non-metro
760111830000013101,Urban,Gauteng,70109,GP - Non-metro
592102070000011901,Urban,KwaZulu-Natal,50106,KZN - Non-metro
473100900000008801,Urban,Free State,40105,FS - Non-metro
577100200000016101,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
166102670000040001,Urban,Western Cape,10109,WC - Non-metro
874103020000000401,Traditional,Mpumalanga,80206,MP - Non-metro
514102950000013801,Urban,KwaZulu-Natal,50105,KZN - Non-metro
294101620000001501,Traditional,Eastern Cape,20216,EC - Non-metro
973100710000002101,Traditional,Limpopo,90204,LP - Non-metro
290102640000013801,Traditional,Eastern Cape,20217,EC - Non-metro
872102930000008001,Traditional,Mpumalanga,80106,MP - Non-metro
966110290000007401,Traditional,Limpopo,90203,LP - Non-metro
797144890000015701,Urban,Gauteng,76103,GP - Ekurhuleni
798106040000015101,Urban,Gauteng,77106,GP - City of Johannesburg
799149450000012201,Traditional,Gauteng,78201,GP - City of Tshwane
667100950000021001,Traditional,North West,60206,NW - Non-metro
503100740000013801,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
299110220000001601,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
584100520000008601,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
876103860000002601,Traditional,Mpumalanga,80203,MP - Non-metro
797103400000003501,Urban,Gauteng,76107,GP - Ekurhuleni
588100560000017401,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
199121390000021601,Urban,Western Cape,11109,WC - City of Cape Town
298102170000000701,Traditional,Eastern Cape,20215,EC - Non-metro
568100770000008001,Urban,KwaZulu-Natal,50107,KZN - Non-metro
798110900000009301,Urban,Gauteng,77104,GP - City of Johannesburg
674101850000011201,Traditional,North West,60207,NW - Non-metro
199136330000004601,Urban,Western Cape,11113,WC - City of Cape Town
965101150000026101,Urban,Limpopo,90101,LP - Non-metro
666102510000001601,Traditional,North West,60202,NW - Non-metro
299105690000009601,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
763100470000027801,Urban,Gauteng,70107,GP - Non-metro
982105430000015601,Traditional,Limpopo,90215,LP - Non-metro
799109740000015301,Farms,Gauteng,78201,GP - City of Tshwane
799122830000020501,Urban,Gauteng,78106,GP - City of Tshwane
299109630000001601,Urban,Eastern Cape,23103,EC - Nelson Mandela Bay
582102480000007901,Traditional,KwaZulu-Natal,50203,KZN - Non-metro
270104700000006301,Traditional,Eastern Cape,20214,EC - Non-metro
271100380000020001,Urban,Eastern Cape,20101,EC - Non-metro
591101690000018101,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
596100220000003301,Urban,KwaZulu-Natal,50101,KZN - Non-metro
297105450000011301,Traditional,Eastern Cape,20211,EC - Non-metro
797113010000003101,Urban,Gauteng,76107,GP - Ekurhuleni
976103510000005301,Traditional,Limpopo,90207,LP - Non-metro
876103860000013101,Traditional,Mpumalanga,80203,MP - Non-metro
866104870000013701,Urban,Mpumalanga,80106,MP - Non-metro
583103350000025501,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
592102520000012101,Urban,KwaZulu-Natal,50110,KZN - Non-metro
974100790000015601,Traditional,Limpopo,90209,LP - Non-metro
797149500000005301,Urban,Gauteng,76109,GP - Ekurhuleni
599139150000014501,Urban,KwaZulu-Natal,55104,KZN - eThekwini
797122930000007401,Urban,Gauteng,76102,GP - Ekurhuleni
669102830000001701,Traditional,North West,60202,NW - Non-metro
862100050000000901,Farms,Mpumalanga,80301,MP - Non-metro
467100750000006001,Urban,Free State,40102,FS - Non-metro
468100350000013801,Urban,Free State,40104,FS - Non-metro
599154230000001101,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
580100850000013701,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
290106100000002401,Traditional,Eastern Cape,20216,EC - Non-metro
569101110000001801,Traditional,KwaZulu-Natal,50205,KZN - Non-metro
561101290000002301,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
293103360000001401,Traditional,Eastern Cape,20215,EC - Non-metro
591101690000011201,Traditional,KwaZulu-Natal,50216,KZN - Non-metro
985100030000031701,Traditional,Limpopo,90208,LP - Non-metro
472100820000008702,Traditional,Free State,40201,FS - Non-metro
868102250000011801,Urban,Mpumalanga,80109,MP - Non-metro
585100750000015601,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
798163450000004901,Urban,Gauteng,77103,GP - City of Johannesburg
467108000000000901,Urban,Free State,40102,FS - Non-metro
966103740000006701,Urban,Limpopo,90101,LP - Non-metro
671100900000008601,Urban,North West,60107,NW - Non-metro
799148110100001401,Urban,Gauteng,78108,GP - City of Tshwane
529102370000003501,Urban,KwaZulu-Natal,50109,KZN - Non-metro
877109090000005601,Traditional,Mpumalanga,80202,MP - Non-metro
589102830000007801,Traditional,KwaZulu-Natal,50212,KZN - Non-metro
876100210000002301,Traditional,Mpumalanga,80204,MP - Non-metro
167102530100003801,Urban,Western Cape,10109,WC - Non-metro
164100470000017101,Urban,Western Cape,10103,WC - Non-metro
597100890000005701,Farms,KwaZulu-Natal,50203,KZN - Non-metro
798139990000007401,Urban,Gauteng,77102,GP - City of Johannesburg
472100440000020201,Traditional,Free State,40201,FS - Non-metro
797121450000006101,Urban,Gauteng,76108,GP - Ekurhuleni
960102000000015601,Traditional,Limpopo,90212,LP - Non-metro
473100910000000701,Urban,Free State,40105,FS - Non-metro
199127750000003301,Urban,Western Cape,11105,WC - City of Cape Town
861101650000020401,Urban,Mpumalanga,80110,MP - Non-metro
799117690050000501,Urban,Gauteng,78113,GP - City of Tshwane
660103380000022901,Traditional,North West,60208,NW - Non-metro
798162010000036901,Urban,Gauteng,77102,GP - City of Johannesburg
799131510000002701,Urban,Gauteng,78106,GP - City of Tshwane
199124160000014001,Urban,Western Cape,11108,WC - City of Cape Town
290106610000015401,Traditional,Eastern Cape,20211,EC - Non-metro
165100370000002401,Urban,Western Cape,10106,WC - Non-metro
499101470000011901,Urban,Free State,44101,FS - Mangaung
799148110100001501,Urban,Gauteng,78108,GP - City of Tshwane
799113120000009401,Urban,Gauteng,78105,GP - City of Tshwane
797128360000021301,Urban,Gauteng,76111,GP - Ekurhuleni
477101050000001601,Urban,Free State,40104,FS - Non-metro
383103630000031201,Urban,Northern Cape,30103,NC - Non-metro
299116410000007501,Urban,Eastern Cape,23101,EC - Nelson Mandela Bay
799151010000011901,Urban,Gauteng,78107,GP - City of Tshwane
974100520000008101,Traditional,Limpopo,90213,LP - Non-metro
799142520000016301,Urban,Gauteng,78105,GP - City of Tshwane
967100540000032501,Urban,Limpopo,90105,LP - Non-metro
580103920000013201,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
798109480000010901,Urban,Gauteng,77111,GP - City of Johannesburg
966108370000012601,Traditional,Limpopo,90202,LP - Non-metro
472101810000012201,Traditional,Free State,40201,FS - Non-metro
797114280000018501,Urban,Gauteng,76112,GP - Ekurhuleni
960101020000015601,Traditional,Limpopo,90203,LP - Non-metro
968110170000007201,Traditional,Limpopo,90210,LP - Non-metro
292104190000005701,Traditional,Eastern Cape,20214,EC - Non-metro
598100180000009701,Farms,KwaZulu-Natal,50209,KZN - Non-metro
797149430000023901,Urban,Gauteng,76109,GP - Ekurhuleni
799145250000003401,Urban,Gauteng,78108,GP - City of Tshwane
579101430000024401,Traditional,KwaZulu-Natal,50208,KZN - Non-metro
283101060000003501,Traditional,Eastern Cape,20221,EC - Non-metro
297105170000008201,Traditional,Eastern Cape,20216,EC - Non-metro
268100580000016001,Urban,Eastern Cape,20103,EC - Non-metro
668100300030001201,Urban,North West,60108,NW - Non-metro
864101050000004101,Urban,Mpumalanga,80105,MP - Non-metro
760107440000011201,Urban,Gauteng,70108,GP - Non-metro
799150140000020901,Traditional,Gauteng,78201,GP - City of Tshwane
472103270000002601,Urban,Free State,40102,FS - Non-metro
599141650000009501,Urban,KwaZulu-Natal,55102,KZN - eThekwini
985100890000009601,Traditional,Limpopo,90202,LP - Non-metro
676100320000004101,Urban,North West,60108,NW - Non-metro
475101070000014901,Urban,Free State,40101,FS - Non-metro
660101620000001501,Traditional,North West,60201,NW - Non-metro
797143270000002401,Urban,Gauteng,76106,GP - Ekurhuleni
760109410000008401,Urban,Gauteng,70108,GP - Non-metro
295103900000008901,Traditional,Eastern Cape,20211,EC - Non-metro
797138270000001701,Urban,Gauteng,76106,GP - Ekurhuleni
798124590000007701,Urban,Gauteng,77116,GP - City of Johannesburg
270103770000002701,Traditional,Eastern Cape,20209,EC - Non-metro
798119720000001901,Urban,Gauteng,77116,GP - City of Johannesburg
967100540000011701,Urban,Limpopo,90105,LP - Non-metro
599148870000001301,Traditional,KwaZulu-Natal,55201,KZN - eThekwini
799136650000011001,Urban,Gauteng,78105,GP - City of Tshwane
290106610000026801,Traditional,Eastern Cape,20211,EC - Non-metro
463100610000007101,Urban,Free State,40105,FS - Non-metro
760110910000000401,Urban,Gauteng,70104,GP - Non-metro
565100420000005201,Farms,KwaZulu-Natal,50101,KZN - Non-metro
586100250000015001,Traditional,KwaZulu-Natal,50204,KZN - Non-metro
797117130000013101,Urban,Gauteng,76112,GP - Ekurhuleni
582100920000000301,Traditional,KwaZulu-Natal,50214,KZN - Non-metro
799142520000004901,Urban,Gauteng,78105,GP - City of Tshwane
965101150000013101,Urban,Limpopo,90101,LP - Non-metro
874105430000013301,Traditional,Mpumalanga,80208,MP - Non-metro
662106790000004301,Urban,North West,60101,NW - Non-metro
588100430000004601,Traditional,KwaZulu-Natal,50209,KZN - Non-metro
968106250000009801,Traditional,Limpopo,90201,LP - Non-metro
798124590000021201,Urban,Gauteng,77116,GP - City of Johannesburg
464100650000011901,Urban,Free State,40104,FS - Non-metro
479100990000034701,Urban,Free State,40104,FS - Non-metro
379100400000002501,Urban,Northern Cape,30104,NC - Non-metro
974105960000007501,Traditional,Limpopo,90210,LP - Non-metro
874110920000017301,Traditional,Mpumalanga,80208,MP - Non-metro
797109970000004501,Urban,Gauteng,76112,GP - Ekurhuleni
177102980000016301,Urban,Western Cape,10102,WC - Non-metro
597100540000015001,Traditional,KwaZulu-Natal,50206,KZN - Non-metro
797109970000001501,Urban,Gauteng,76112,GP - Ekurhuleni
274103700000004201,Traditional,Eastern Cape,20220,EC - Non-metro
667102060000016001,Traditional,North West,60204,NW - Non-metro
599139150000012401,Urban,KwaZulu-Natal,55104,KZN - eThekwini
966103300000002201,Traditional,Limpopo,90207,LP - Non-metro
293104660000019401,Traditional,Eastern Cape,20217,EC - Non-metro
294107590000021301,Traditional,Eastern Cape,20201,EC - Non-metro
661108070000015001,Traditional,North West,60204,NW - Non-metro
475102100000027201,Urban,Free State,40106,FS - Non-metro
472104490000024301,Traditional,Free State,40201,FS - Non-metro
273103440000012201,Urban,Eastern Cape,20102,EC - Non-metro
862100890000000201,Farms,Mpumalanga,80301,MP - Non-metro
587100600000009001,Traditional,KwaZulu-Natal,50210,KZN - Non-metro
461100620000002801,Urban,Free State,40105,FS - Non-metro
286103770000003801,Urban,Eastern Cape,20105,EC - Non-metro
599132870000018901,Urban,KwaZulu-Natal,55106,KZN - eThekwini
503100740000008401,Traditional,KwaZulu-Natal,50218,KZN - Non-metro
599155880110001501,Urban,KwaZulu-Natal,55111,KZN - eThekwini
987101300000022901,Urban,Limpopo,90206,LP - Non-metro
676100800000005601,Urban,North West,60103,NW - Non-metro
869103820000004601,Urban,Mpumalanga,80102,MP - Non-metro
467102940000001701,Urban,Free State,40101,FS - Non-metro
271104650000006801,Traditional,Eastern Cape,20213,EC - Non-metro
467108170000016601,Urban,Free State,40102,FS - Non-metro
294102470000011801,Traditional,Eastern Cape,20217,EC - Non-metro
764101460000005501,Urban,Gauteng,70107,GP - Non-metro
876103330000017901,Traditional,Mpumalanga,80203,MP - Non-metro
798117870000019501,Urban,Gauteng,77106,GP - City of Johannesburg
798137560000005101,Urban,Gauteng,77106,GP - City of Johannesburg
799142520000001101,Urban,Gauteng,78105,GP - City of Tshwane
