ID,UQNO,Q12Gender,Q13Age,Q14Population,Q15Mothaliv,Q16Mothparthh,Q17Fathaliv,Q18Fathparthh,Q19G_Parparthh,Q22Attend,Q23Eduinst,Q24AGE_GR1,Q25Miss_Day,Q26Miss_Rsn,Q27Daysabsent,Q28Everattend,Q29Whynot,Q210Age_Gr1,Q211Ageleft,Q212Whyleft,Q51AFARMWRK_W,Q51ATIME,Q51BFETCHWATER_W,Q51BTIME,Q51CFETCHWOOD_W,Q51CTIME,Q51DPRODHHGDS_W,Q51DTIME,Q51ECONSTRUC_W,Q51ETIME,Q51FCATCHFOOD_W,Q51FTIME,Q52ABEG_LSTW,Q52BBEG_LSTYR,Q53AFARMWRK_Y,Q53BFETCHWATER_Y,Q53CFETCHWOOD_Y,Q53DPRODHHGDS_Y,Q53ECONSTRUC_Y,Q53FCATCHFOOD_Y,Q54TIME,Q71ACOOK,Q71BCLEAN,Q71CLAUNDRY,Q71DCHILDMIND,Q71EMAINTENANCE,Q71FSHOP,Q71GOTHR,Q72TIME,Q73ATTEND,Q741AFTERSCH,Q742BEFORESCH,Q743WEEKEND,Q75ACLEAN,Q75BMAINTENANCE,Q75CGARDEN,Q75DMARK,Q75EHOUSE,Q75FOTHR,Q76TIME,Q77ADIF_CTCHUP,Q77BNOTIME,Q77CCONCENTRATE,Q77DPUNCTUAL,Q77ELEISURE,Q78ASUBCODE,Q78BSUBCODE,Child_Labour
57,866102790000004501,Male,9,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Life Skills,English First Additional Language,0
58,874111060000021901,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Physical Sciences,0
59,877109310000008901,Female,16,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,8.0,No,,No,,No,,Yes,8.0,No,No,No,Yes,No,No,No,Yes,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Physical Sciences,Religion Studies,1
60,799147290000011901,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,Mathematics,0
61,599126650000004201,Female,9,African/Black,Yes,Yes,No,,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Afrikaans First Additional Language,0
62,860101510000007901,Male,6,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,SiSwati Home Language,0
63,877105420000008601,Female,16,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,Yes,No,No,Yes,No,English First Additional Language,Physical Sciences,0
64,260105090000004601,Male,10,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,4.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,IsiXhosa Home Language,Mathematics,0
65,967100540000016901,Male,14,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Natural Sciences,0
66,467108000000009401,Male,7,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Life Orientation,English First Additional Language,0
67,297102640000007501,Female,14,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,Yes,No,Mathematics,English First Additional Language,0
68,499103270000011101,Female,12,African/Black,Yes,Yes,No,,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,3.0,No,No,No,No,No,English First Additional Language,Mathematics,0
69,966103940000025401,Male,7,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Mathematics,English First Additional Language,0
70,599143610000010301,Female,10,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Arts & Culture,Mathematics,1
71,874110160000015601,Female,5,African/Black,Yes,No,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
72,581101820000007401,Female,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,Yes,No,Yes,No,No,No,No,2.0,No,No,No,No,No,English First Additional Language,IsiZulu Home Language,0
73,538100490000006601,Female,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,2.0,No,No,No,No,No,Mathematics,English First Additional Language,0
74,968102310000008601,Male,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Tshivenda Home Language,Mathematics,0
75,299105690000011601,Female,17,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,Yes,No transport,5 to 9 days,,,,,,No,,Yes,1.0,No,,No,,No,,Yes,3.0,No,No,No,Yes,Yes,No,No,Yes,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,1.0,No,No,No,No,No,Afrikaans First Additional Language,English First Additional Language,0
76,475101070000004901,Female,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,Yes,No,No,1.0,No,No,Yes,Yes,No,English First Additional Language,Sesotho Home Language,0
77,799146500000006601,Male,16,African/Black,No,,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Business Studies,Sepedi Home Language,0
78,969103040000004601,Male,6,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,5.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Life Skills,Sepedi Home Language,0
79,799145400000015201,Female,109,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Setswana Home Language,Mathematics,0
80,798158570000008201,Male,6,African/Black,Yes,Yes,Yes,Yes,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Dramatic Arts,0
81,593101670000015301,Male,12,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,8.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,IsiZulu Home Language,Mathematics,0
82,877105420000006801,Male,10,African/Black,Yes,No,No,,Yes,Yes,Primary or secondary school,6.0,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,English First Additional Language,Social Sciences,0
83,581102530000010401,Male,8,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,IsiZulu Home Language,0
84,296104990000004701,Female,12,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
85,662110340000014601,Female,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,Illness   ,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,1.0,No,No,No,No,No,Setswana Home Language,English First Additional Language,0
86,199110600000004601,Female,9,Coloured,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Geography,English First Additional Language,0
87,798160270000005101,Male,9,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Technology,0
88,163101150000012401,Male,13,Coloured,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Physical Sciences,Afrikaans First Additional Language,0
89,797143290000003601,Male,17,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
90,599132030000005301,Female,8,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Arts & Culture,Mathematics,0
91,799110850000013001,Female,10,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,Yes,No,Yes,No,No,Mathematics,Arts & Culture,0
92,278100840000000201,Female,17,African/Black,No,,No,,Yes,Yes,Primary or secondary school,7.0,Yes,Looking after a sick household member  ,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,0.0,No,No,Yes,No,No,Life Orientation,Social Sciences,0
93,499107930000003301,Male,14,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,Yes,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,Yes,No,No,No,Technology,Economic Management Sciences,0
94,281103650000005601,Male,13,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Natural Sciences,Mathematics,0
95,577100360000016601,Male,10,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,No,Yes,No,No,Yes,No,No,No,No,1.0,Yes,No,Yes,Yes,No,IsiZulu Home Language,Mathematics,0
96,584100520000014401,Male,5,African/Black,Yes,Yes,Yes,No,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,No,No,No,Yes,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,IsiZulu Home Language,English First Additional Language,0
97,464100650000004301,Female,7,African/Black,Yes,No,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,0.0,No,No,No,No,No,Mathematics,English First Additional Language,0
98,299104030000005601,Male,17,Coloured,Yes,No,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Arts & Culture,0
99,199143730040002401,Male,10,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,Yes,1.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Arts & Culture,0
100,589100980000011701,Female,8,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Social Sciences,IsiZulu Home Language,0
101,962100590000011301,Female,10,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Mathematics,0
102,797113010000016701,Male,5,African/Black,No,,No,,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Literacy,0
103,760111800000009901,Male,15,Indian/Asian,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,History,Mathematics,0
104,799151190000014401,Male,14,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,Yes,School vacation period,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Geography,Life Orientation,0
105,538103280000009901,Male,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,1.0,No,No,No,No,No,Life Orientation,Social Sciences,0
106,760110360000002201,Male,14,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,Natural Sciences,0
107,285101060000010001,Male,17,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Mathematics,English First Additional Language,0
108,297101820000025401,Female,16,African/Black,Yes,Yes,Yes,Yes,Yes,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,Yes,2.0,No,,No,,No,,No,,No,No,No,Yes,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,2.0,No,No,No,No,No,Mathematics,IsiXhosa Home Language,0
109,797113210000020501,Female,5,African/Black,Yes,Yes,Yes,Yes,Yes,No,,,,,,No,Too old/young,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,,,,,,,,,,,,,,,,,,0
110,799150640000015601,Female,11,African/Black,Yes,Yes,Yes,No,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Numeracy,English First Additional Language,0
111,667104580000003501,Female,13,African/Black,Yes,No,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,Yes,No,No,No,No,No,3.0,No,No,No,No,No,English First Additional Language,Economic Management Sciences,0
112,798113670000006801,Male,6,Coloured,Yes,No,Yes,No,Yes,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,5 to 9 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Dramatic Arts,Other,0
113,760112940000007601,Female,6,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,Sesotho Home Language,Mathematics,0
114,868103660000022701,Female,10,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Natural Sciences,0
115,469102270000007101,Female,14,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,7.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,Mathematics,0
116,982100230000008401,Female,14,White,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,Yes,Injury,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,No,No,No,Afrikaans First Additional Language,Mathematics,0
117,662200040000056001,Male,11,African/Black,Yes,Yes,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,Yes,2.0,No,,No,,No,,No,No,No,No,Yes,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,Yes,No,VALUE TO COMPUTE,Yes,No,No,Yes,Yes,No,Yes,No,No,No,2.0,No,No,No,Yes,No,Setswana Home Language,Mathematics,0
118,960102000000010201,Male,6,African/Black,Yes,Yes,Yes,No,Yes,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,Yes,No,No,No,No,1.0,No,No,No,No,No,Life Skills,Mathematics,0
119,675100290000009901,Male,16,African/Black,Yes,No,Yes,Yes,No,Yes,Primary or secondary school,6.0,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,No,Yes,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,Yes,No,Yes,No,No,English First Additional Language,Life Sciences,0
120,374100290000005801,Female,16,African/Black,Yes,Yes,No,,No,Yes,Primary or secondary school,7.0,No,,0 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,Yes,Yes,No,No,Yes,No,VALUE TO COMPUTE,Yes,Yes,No,Yes,No,No,No,No,No,No,,No,No,Yes,No,No,Economics,Business Studies,0
121,797105380000008501,Female,5,African/Black,Yes,Yes,No,,No,Yes,"Pre-school (including day care, crèche, pre-primary, ECD centre)",,No,,1 to 4 days,,,,,,No,,No,,No,,No,,No,,No,,No,No,No,No,No,No,No,No,VALUE TO COMPUTE,No,No,No,No,No,No,No,VALUE TO COMPUTE,Yes,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,English First Additional Language,Numeracy,0
